Shimaore / Maore,Français
Shitrandra ya watru waili,Un lit à deux places
Nitsaha dara mbali na mbali,J'aimerais différents draps
Shitrandraya mwanazaza,Un lit pour bébé
Nyungu ya uhoa,Une baignoire
Mraba wa uhoa,Une salle de bain
Lavabo,Un lavabo
Mashini ya ufua,Une machine à laver
Talatala,Une étagère
Trandra sha mengo,La colonne vertébrale
Yamabandza ya mihono,Les paumes de la main
Mwanahirimu,jeune homme
Zimbavu zisuniodza,J'ai mal aux côtes
Litrenga,Le bassin
Shinanaju,Le bas ventre
Umwanga,Le tibia
I roho isuni hodza,Le cœur me fait mal
Zitso,Les reins
Nisendra na nunue nguo,Je vais acheter des vêtements
Harimwa li duka la nguo,Au magasin de vêtements
Nisendra na nunue mabwa,Je vais acheter des légumes
Nisendra na nunue nyama,Je vais acheter de la viande
Nisendra ha mpaswa nyama,Je vais chez le boucher
Tsina de marke ya kirtasi,J'ai de l'argent en billet
Marke za turu turu,De la monnaie
Karti ya banki au ya posti,Une carte bancaire ou postale
Tsina mkunguru,J'ai du paludisme
Tsina mimba ya uendra,J'ai de la diarrhée
Tsina mimba ya mshipa,J'ai la colique
Tsina mshipa,J'ai une crampe
Tsina manyo ya urwa,J'ai des maux de dents
Tsina shitswa sha urwa,J'ai des pertes blanches
Tsina uwade wa maji meu,Il va y avoir
Tsina kohola,J'ai de la toux
Tsina uwade wa mimba,J'ai une maladie du ventre
Tsina uwade wa ududufu muo,J'ai des nausées
Leo voi pevo wa hafifu,Aujourd'hui il y'a un vent léger
Leo voi marosi,Aujourd'hui il y'a des averses
Ra baridiju,Nous sommes en hiver
Ra mnyombeniju,On est au printemps
Ra juwaju,Nous sommes en été
Ra zilimeju,Nous sommes en automne
Ra kusiju,Nous sommes dans la période des moussons
Wingu una maingu,Le ciel est nuageux
Uwakati wa vwa,Le temps est pluvieux
Uwakati wa mwema,Le temps est beau
namunivhingiye,ramenez-moi
Mwananyanyu,Votre frère
Dzina laho na la babaho delivi ?,Quel est ton nom et celui de ton père ?
Udzawa mwaha trini ?,Tu es né en quelle année ?
Mujuhu mutrubaba,Le petit-fils
Mujuhu mutrumama,La petite-fille
Mwanamwanamshe mtrubaba,Le neveu
Mwanamwanamshe mtrumama,La nièce
Nusuendra komori,Je vais aux Comores
Tsina midzo mengi,J'ai beaucoup de bagages
Watru wasendra nauja,Les gens vont et viennent
"Tsina Mikoba mili, valizi traru na karito moja","J'ai deux sacs, trois valises et un carton"
Iavio iwaswili tera,L'avion a atterri
Yamabiria wasushuka,Les passagers descendent
Watruwahazi wasushuka wajau,L'équipage descend aussi
Yamabiria wasuednra laduwani,Les passagers vont à la douane
Yamapolisi wasutunda zipaspori,Les policiers contrôlent les passeports
Yamabiria wamalidza wasuendradzao,Les passagers ont fini et partent
Ritsopashiya sa ya sita,Nous décollerons à midi
Uwana waja,Les enfants sont arrivés
Libaruwa lija,La lettre est arrivée
Ligari lija,La voiture est arrivée
Umkoba uja,Le sac est arrivé
Baba de asoma libaruwa,C'est papa qui a lu la lettre
Umwana de abuwa umkoba,C'est l'enfant qui a ouvert le sac
Mama de apihao ishahula,C'est maman qui prépare le repas
Fundi de arema umwana,C'est l'enseignant qui a frappé l'enfant
Waziri de arongoao radio,C'est le Ministre qui parle à la radio
Ahan tsi waye ule derahisi wa daula,Non ce n'est pas lui c'est le président
Baba tsi de asoma libaruwa,Ce n'est pas papa qui a lu la lettre
Umwana tsi de abuwa umkoba,Ce n'est pas l'enfant qui a ouvert le sac
Mama tsi de apihao ishahula,Ce n'est pas l'enseignant qui a frappé l'enfant
Fundi tsi de arema umwana,Ce n'est pas maman qui prépare le repas
Waziri tsi de arongoao radio,Ce n'est pas le ministre qui parle à la radio
Yamaesha ya mema,La vie est belle
Yamaesha ya ma ziro,La vie est difficile
Yamaesha ya mangavu,La vie est dure
Hale yamaesha yaka mema,Avant la vie était belle
"Leo vanu tro,go za ndziro",Aujourd’hui les choses sont difficiles
Nitso vendza zitrongo zirengeye,J’aimerais que les choses s’améliorent
Utsendra cinema leo ?,Est-ce que tu iras au cinéma aujourd’hui ?
Usudungana na mbani ?,Tu iras avec qui ?
Mayaho akubali ?,Ta mère est-elle d’accord ?
Mtru ahuvingao ana gari ?,La personne qui t’amène a une voiture ?
Wanyu ketsi kartier moja ?,Habitez-vous dans le même quartier ?
Waye uhirwa mbani ?,Comment s’appelle-t-elle ?
Marke wayivinga itsotosha ?,L’argent que tu as amené est-il suffisant ?
Meso risendra de havi ?,Demain nous irons où ?
Wami ujua uvinga gari,Moi je sais conduire une voiture
Tsina permi ya gari,J’ai le permis
Tsi fundriha rangu hale,J’ai appris depuis longtemps
Wami uvinga magari mabole na matiti,Je conduis des grandes voitures et des petites
Lipare la dzuzuzri,La route est bonne
Zi laru za pia,Les pneus sont neufs
I vola kaisi ndziro,Le volant n’est pas difficile
Lasasi itso tosha,L’essence sera suffisante
Umsafara wa mule be ritso wasili,Le trajet est long mais nous y arriverons
Risendra razingidze ishisiwa ya maore,Nous allons faire un tour de l’île de Mayotte
Ritsolawa na hasubuhi ya handra,Nous partirons très tôt
Ritsoregea uku,On reviendra le soir
Shahul aya nyengi na ya maji,La nourriture est suffisante et l’eau
Sahani za ulatsa za nyengi,Les assiettes jetables sont nombreuses
Rina tsena zivera za ulatsa,Nous avons également des verres jetables
Lini fuko la mutru moja,Celle-ci est une chambre individuelle
Shitrandra moja bole,Un grand lit
Nyumba ya mafuko maili,C’est maison à deux pièces
Zitrandra mbili,Deux lits
Robine,Le robinet
Zidara,Les draps
Mitsao,Les coussins
Ligodoro,Le matelas
Libife,L’armoire
Msiwaki,Brosse à dents
Colgati,Dentifrice
Mtru mduhazi,Un vieux
Nisutseha,Je ris
Usutseha,Tu ris
Risutseha,Nous rions
Musutseha,Vous riez
Wasutseha,Ils rient
Nisuswali,Je prie
Ususwali,Tu pries
Asuswali,Il prie
Risuswali,Nous prions
Nisubusu,J’embrasse
Usubusu,Tu embrasses
Asubusu,Il embrasse
Risubusu,Nous embrassons
Musubusu,Vous embrassez
Wasubusu,Ils embrassent
Tsa,Je suis
Una,Tu as
Ana,Il-elle a
Muna,Vous avez
Wana,Ils-elles ont
Umwana a mbole,L’enfant est grand
Uwana wa wabole,Les enfants sont grands
Umlima wa mbole,La montagne est grande
Imilima ya mibole,Les montagnes sont grandes
Nitsotseha,Je rigolerai
Utsotseha,Tu rigoleras
Atsotseha,Il rigolera
Ritsotseha,Nous rigolerons
Mutsotseha,Vous rigolerez
Watsotseha,Ils rigoleront
Mususwali,Vous priez
Wasuswali,Ils prient
Nitsobusu,J’embrasserai
Utsobusu,Tu embrasseras
Atsobusu,Il embrassera
Ritsobusu,Nous embrasserons
Mutsobusu,Vous embrasserez
Watsobusu,Ils embrasseront
Utsoka,Tu seras
Mutsoka,Vous serez
Watsoka,Ils seront
Nitsokana,J'aurai
uwakurisa,"manger,"
Utsokana,Tu auras
Atsokana,Il aura
Ritsokana,Nous aurons
Watsokana,Ils auront
Tsitsehe,J’ai rigolé
Utsehe,Tu as rigolé
Atsehe,Il a rigolé
Ritsehe,Nous avons rigolé
Mutsehe,Vous avez rigolé
Watsehe,Ils ont rigolé
Tsiswali,J’ai prié
Uswali,Tu as prié
Aswali,Il a prié
Riswali,Nous avons prié
Muswali,Vous avez prié
Waswali,Ils ont prié
Tsibusu,J’ai embrassé
Ubusu,Tu as embrassé
Abusu,Il a embrassé
Ribusu,Nous avons embrassé
Mubusu,Vous avez embrassé
Wabusu,Ils ont embrassé
Tsirenge,J’ai pris
Urenge,Tu as pris
Arenge,Il a pris
Rirenge,Nous avons pris
Murenge,Vous avez pris
Warenge,Ils ont pris
Tsiono,J’ai vu
Uono,Tu as vu
Aono,Il a vu
Riono,Nous avons vu
Muono,Vous avez vu
Waono,Ils ont vu
Tsivuru,J’ai tiré
Uvuru,Tu as tiré
Avuru,Il a tiré
Rivuru,Nous avons tiré
Muvuru,Vous avez tiré
Wavuru,Ils ont tiré
Tsingaya,J’ai regardé
Angaya,Il a regardé
Ringaya,Nous avons regardé
Mungaya,Vous avez regardé
Wangaya,Ils ont regardé
Tsiburiha,Je me suis tu
Uburiha,Tu t’es tu
Aburiha,Il s’est tu
Riburiha,Nous nous sommes tus
Muburiha,Vous vous êtes tus
Waburiha,Ils se sont tus
Tsifu,Je suis mort
Ufu,Tu es mort
Afu,Il est mort
Rifu,Nous sommes morts
Mufu,Vous êtes morts
Tsiwu,Je suis tombé
Uwu,Tu es tombé
Awu,Il est tombé
Riwu,Nous sommes tombés
Wawu,Ils sont tombés
Tsija,Je suis venu
Uja,Tu es venu
Aja,Il est venu
Rija,Nous sommes venus
Waja,Ils sont venus
Tsino,J’ai bu
Uno,Tu as bu
Ano,Il a bu
Rino,Nous avons bu
Muno,Vous avez bu
Wano,Ils ont bu
Wale watru mabni de wakolagua na wawe ?,C'est qui ces gens qui parlaient avec toi ?
Tsika,J’ai été
Uka,Tu as été
Aka,Il a été
Rika,Nous avons été
Waka,Ils ont été
Rikana,Nous avions
Mukana,Vous aviez
Wakana,Ils avaient
Nakofanya,Je faisais
Wakofanya,Tu faisais
Akofanya,Il faisait
Rakofanya,Nous faisions
Mwakofanya,Vous faisiez
Wakofanya,Ils faisaient
Nakosafiri,Je voyageais
Wakosafiri,Tu voyageais
Akosafiri,Il voyageait
Rakosafiri,Nous voyagions
Mwakosafiri,Vous voyagiez
Wakosafiri,Ils voyageaient
Nakoruhusu,Je permettais
Wakoruhusu,Tu permettais
Akoruhusu,Il permettait
Rakoruhusu,Nous permettions
Mwakoruhusu,Vous permettiez
Wakoruhusu,Ils permettaient
Nifuzu,Que je triomphe
Ufuzu,Que tu triomphes
Afuzu,Qu’il triomphe
Rifuzu,Que nous triomphions
Mufuzu,Que vous triomphiez
Wafuzu,Qu’ils triomphent
Ule kahelewa shitru wa mwambiyayo,Il n'a pascompris ce que tu lui as dit
Mwanawaho de airenga,C'est ton enfant qui l'a pris
Taharaki,Bêtises
Nifikiri,Que je pense
Ufikiri,Que tu penses
Afikiri,Qu’il pense
Rifikiri,Que nous pensions
Mufikiri,Que vous pensiez
Wafikiri,Qu’ils pensent
Nike,Que je sois
Ake,Qu’il soit
Rike,Que nous soyons
Muke,Que vous soyez
Wake,Qu’ils soient
Nikane,Que j’aie
Ukane,Que tu aies
Akane,Qu’il ait
Rikane,Que nous ayez
Mukane,Que vous ayez
Fanya !,Fais !
Narifanye !,Faisons !
Namufanye !,Faîtes !
Swali !,Prie !
Nariswali !,Prions
Namuswali,Priez!
Busu !,Embrasse
Naribusu !,Embrassons !
Namubusu !,Embrasses !
Dya !,Mange !
Naridye !,Mangeons !
Namdye !,Mangez !
Zivi ?,Lesquelles ?
Nwa !,Bois !
Narinwe !,Buvons !
Namunwe !,Buvez !
Ko !,Viens !
Narije !,Venons !
Namuje !,Venez !
Ka makini !,Sois calme !
Narike makini !,Soyons calmes !
Namuke makini !,Soyez calmes !
Kana nguvu !,Aie de la force !
Narikane nguvu !,Aiyons de la force !
Namukane nguvu !,Ayez de la force !
Mbovu,Le mal
Mwisoni,À la fin
Djavi,Natte
Fidjo,Bruit
Shambwe,Appât
Hadisi,Une histoire
Habari,Nouvelle
Utro,Toit
Ngutro,Toits
Waparokia hadisi iyo ?,Tu as déjà entendu cette histoire ?
Naparo ikia tro,Oui je l’ai déjà entendu
Ahan kaisunambia trongo,Non ça ne me dit rien
Nisondrofanya,Je vais faire
Nakondrofanya,J’allais faire
Tsa vanu !,Je suis là !
Tsisi woho !,Je ne suis pas là-bas !
Tsa hunu !,Je suis ici !
Wa vavo ?,Tu es là ?
Mbani de aliyo vavo ?,C’est qui qui est là ?
Ulawa yahe kavinga shitru,À son départ il n’a rien emmené
Tsami nisuja !,Me voici j’arrive !
Tsaw,Te voici
Tsaye,Le voici
Tsawo,Les voici
Afudhwali,Mieux vaut
Anyibu,Une honte
Ankiba,Économie
Ama !,Ça alors !
Amana,Dépôt
Ari,Il semble que
Arubamia,Quatre cents
Uaziri,Gronder
He bako !,Hé toi l’homme !
Ubaliwa,Être enfermé
Ubalidza,Interdire à
Ubalihi,Atteindre la puberté
Abalihi,Il est pubère
Bandrabandra,Abri
Ubanga,Nouer
Bao,Planche
Bara,Pays
Bari,Force
Ubariki,Bénir
Barzasubuhi ?,Quelles nouvelles ce matin ?
Basi !,Cela suffit !
Ubaushiana,Se séparer
Bebe,Idiot
Beramu,Drapeau
Bewe,Bouc
Ubiha,Battre d’un instrument
Bikira,Virginité
Bila sibabu,Sans raison
Birika,Bassin
Biskwi,Biscuit
Boyi,Servant
Ubuhudza,Verser
Buledi,Petit ami
Bunduki,Arme
Burdajini,Lieu dépôt d’ordures
Buruda,Fraîcheur
Ubuza,Se retourner
Bweta,Coffre
Ulaba,Connerie
Dafine,Trésor
Daha,Crâne
Dahasha,Agitation
Daima,Toujours
Udarau,Sous-estimer
Madarau,Provocation
Udariya,Se calmer
Dini,Religion
Divai,Vin
Djawabu,Réponse
Djiburilu,L’ange Gabriel
Duburia sa !,Dépêche-toi !
Usu dzama trini ?,Pourquoi tu te caches ?
Udzamia,Se cacher de quelqu’un
Dzianindri,Caméléon
Udzinya,Être costaud
Udzonya,Piquer
Dzunga,Prépuce
Udhuru,Faire du mal
Mwelevu,Compréhensif
Zema,Service rendu
Mwendro,Marche
Watru wengi,Beaucoup de gens
Uengedza utungu,Aviver la douleur
Wami mwenyewe,Moi-même
Gari linifilia pareni,Ma voiture est tombée en panne sur la route
Fahamu !,Attention !
Ali asufana na wawe,Ali te ressemble
Baanda dhiki faradji,"Après le malheur,le bonheur"
Uhadisi faraha,Parler de choses secrètes
Mwenyewe a dagoni ? Ahan alawa,Le maître de maison est là ? non il est sorti
Mutru mweu,Homme au teint clair
Bwe ndjeu,Une pierre blanche
Mawe meu,Des pierres blanches
Afia bushini,Il est mort à Madagascar
Uafanya mutru mauri,Traiter quelqu’un comme
Upandra farasi,Monter à cheval
Afariki dunia,Il est mort
Farudhwi wendre,Tu es obligé d’y aller
Ufaswiri,Traduire
Nitafaswiri shitru ini,Traduis-moi ceci
Mutru unu fawe,Cet homme est très dure de caractère
Fede,Impuissant sexuel
Fede la para mwana,Un impuissant qui a eu un enfant
Fenenetsi,Crêpe au lait de coco
Tsiu fereshea,Je te félicite
Lilo fidjo trini de lilio woho ?,C’est quoi ce vacarme qu’il y’a là-bas ?
Fikira zangu za nyengi,J’ai beaucoup de pensées
Shifinikio,Un couvercle
Ufunukua,Découvrir
Asuona baridi ata afirihafiriha,Elle a tellement froid qu’elle a la peau  toute fripée
Fitako,Palanquin
Ufitsiya ngama,Combler un trou
Ufoboa,Saisir vivement
Uforoa,Trouer
Uforoha,Se percer
Uforolwa,Être percé
Ufotsoha havi vavo,Tu sors comme ça ?
Afotsoha,Il est parti
Utria fwitri,Pénétration anale
Mufua shuma,Forgeron
Mufua dhahabu,Orfèvre
Ufuhua,Creuser un trou
Mafukara wa mengi lemenguni vanu,Il y’a beaucoup de pauvres dans ce monde
Fuko la mutru baba,Chambre de l’homme
Fuko la mutru mama,Chambre de la femme
Fulani,Un tel/Une telle
Fule,Bœuf ou cabri castré
Amufumu,Il lui a tiré dessus
Ufumwa,Être fusillé
Fumo,Flèche
Asufumua robo yahe,Elle découd sa robe
Fumua ngwe iyo,Défais cette corde
Asufumua nyole zahe,Elle se démêle les cheveux
Ufumuha,Être gros
Mimba yahe ifumuha,Il a le ventre gonflé
Ufumba,Faire une satire sans citer de nom
Ufumbia mutru,Parler de quelqu’un par énigmes
Waye ufundra wana wahe,Il conseille ses enfants
Ufundrisiwa,Être instruit par
Ufundriha,Apprendre
Asunifundrisa uvinga gari,Il m'apprend à conduire une voiture
Mwana papa kafundrisiwa uhela,On n’apprend pas à nager au petit requin
Fundro,Noeud
Bulia foundro lo,Défais ce nœud
Paha funga,Civette
Ufunga shitru,Attacher quelque chose
Ufunga ngwe,Attacher une corde
Ufunga hodari,Attacher fermement
Ufunga tsumu,Jeûner
Ufungia,Se marier à
Ufungwa lajoli,Être emprisonné
Ufungidza,Faire épouser
Shifungo,Articulation
Zifungu,Emprisonnement
Ufunia,Se rétrecir
Fururu,Coquille
Ufusa,Casser
Kuhu isufusa majwayi,La poule fait éclore ses œufs
Ufusa shiba,Avoir ses premières règles
Fute,Fauteuil
Futari,Repas du coucher du soleil au ramadan
Ufuturu,Rompre le jeûne du ramadhan
Fuu,Haricots verts
Mufuu,Plant de haricot
Gabusi,Instrument à cordes
Ugada,Piétiner
Ugama,S’adosser
Ugamisa,Mettre à l’abri
Gandile,Lampe-tempête
Gandro,Balancier de pirogue
Upua gandro,Faire un pas
Gandzi,Gorge
Garando,Bidon en métal
Ugarua,Griffer
Endra nunue gashi,Va acheter du pétrole domestique
Ilazimu ugaudze maendreleyo,Il faut que tu changes de comportement
Gadzasi,Oursin
ugirishiana,Se disputer
Gweda,Feuille sèche de bananier
Una magodra  mindruni,Tu as de la boue sur tes pieds
Godzo,Hydrocèle
Ugodjea mutru,Attendre quelqu’un
Tsisina nafasi mayangu asunigodjea,Je n’ai pas le temps ma mère m’attends
Ugogora,Traîner sur le sol
Nguo yaho isugogora votsi,Ton pagne traîne par terre
Ugogorwa,Être entraîné
Wamo ja hunu tria gondra,Quand tu viens ici mets un qamis
Ganga la mwiri,Bûche
Ganga la dago,Un très grand village
Ganga la mbwa,Un très grand chien
Gongo la mwiri,Gros morceau de bois
Gu ! liwu votsi,Paf ! il est tombé par terre
Ugudzusa,Remuer
Ugudzusa ishitswa,Hocher la tête
Udzigudzusa,S’agiter
Uguguma,Bégayer
Waye uguguma,Il bégaie
Gulagula,Beignet
Ufanya gurua,Avoir un contact sexuel sans pénétration
Ha moja,Ensemble
Ha,Avec
Hauzuri,Soigneusement
Ule trongo zahe haraka haraka,Lui il fait dans la précipitation
Uendra ha mindru,Aller à pied
Dagoni hangu kavu ta shitru yaudya,Chez moi il n'ya rien à manger
Mengoni hangu,Dans mon dos
Aja ha waye,Il est venu de lui-même
Ha mwandzani wangu,Chez mon ami
"Haho,Hangu,Hahe","Chez toi,Chez moi,Chez lui"
Mahabari ?,Quoi de neuf ?
Uhabilia,Menacer
Ufanya Jéjé mahadisi yatru yale ?,Tu as fait comment avec notre discussion ?
Ukutrua mahadisi,Couper le discussion
Uhadisi na wanyahe,Parler avec les autres
Shahula uvira hadisi ubaki,Le repas passe la parole reste
Nambie hadja zaho,Dis moi tes besoins
Kasina hadja na wawe,Elle n’a pas besoin de toi
Tsin hadja ya ulala na mutru mushe,J’ai besoins d’avoir des rapports avec une femme
Tsina hadja na wawe,J’ai besoin de toi
Utsaha hadja ?,Tu as besoin d’un service ?
Uhafiliha,S’affoler
Ahafiliha mauri mayahe afu,Il était affolé comme si sa mère était morte
Muhaini,Envieux
Uhaini,Envie
Kanga la muhaini uhomojaya,La corbeille de l’égoïste met du temps à se remplir
Ritsoonana hairi,Nous nous reverrons en bonne santé
Hairi ya  rahana,Mieux vaut plutôt que
Una haki,Tu as raison
Mutru wa haki,Personne juste
Tsi haki !,Ce n’est pas juste !
Uanamua haki,Rendre un jugement équitable
Wadzade wana haki zawo,Les parents ont leurs droits
Uwana wana haki zawo,Les enfants ont leurs droits
Hakika,En vérité
Hakika zo kweli,En vérité c’est vrai
Tsi hale atsoja,Bientôt il sera là
Watru wa hale,Les gens d'autrefois
Utoa hale,Raconter des histoires
Mushe wangu ana hamili,Ma femme est enceinte
Usuhana trini usu fikiri amba tsauona ?,Pourquoi tu nies tu penses que je ne t’ai pas vu ?
Uhamwa,Téter le sein
Hanale,Maquereau
Natsovendza unihandre,J’aimerais que tu me masses
Uhandrilia,Masser quelqu’un
Uhanga,S’assécher
Uhanga kafe,Torréfier le café
Ngama hanyo aitsimba muhono kaushindri uyifitsia,Le trou que la bouche a creusé la main ne pourra le reboucher
